Benchmark Time
1 0.001429
2 0.001324
3 0.005954
4 0.068927
5 8.20826
6 0.072355
7 2.92017
8 0.676736
9 2.01781
10 0.093059
11 0.043148
12 7.31637
13 3.92629
14 4.80986
15 0.478576
16 3.6282
17 66.4063
18 4.89849
19 0.592793
20 71.824
21 14.0494
22 1.06806
